"Name","State","Notes","User","Tags","Created","Runtime","alpha","lr_Q","lr_V","lr_all","memory_bypass","n_actions","n_obs","n_states","normalize","num_desired_trajectories","random_feature_dim","reset_every","seed","state_dim","trajectory_length","update_state_given_obs","dseed","env_args.cols","env_args.levels","env_args.rows","env_type","batch_size","d_model","eps_M","hidden_size","include_init_state_info","lr_M","max_iter_M","memory_bias","model","n_heads","reg_M","reg_Q","reg_V","loss","sa_accuracy","sa_conf","sa_dist_ratio","test_accuracy","test_conf","train/epoch_ct","train/loss","train/mloss_p_epoch","train/mloss_p_traj","train/step_ct","train/traj_ct","train_acc","train_conf"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.08_seed_69","finished","-","","","2025-01-23T00:02:50.000Z","642","4","0.1","0.08","0.1","","4","9","9","false","1536","2000","1","69","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.7549504265189171","0.0624533647618658","0.9156013257575758","0.6692308352754398","40","1.3529804944992063","2.5404223737617335","2.5521927204999058","10560","960","0.9103929924242424","0.6666620354815498"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.04_seed_69","finished","-","","","2025-01-22T23:50:31.000Z","738","4","0.1","0.04","0.1","","4","9","9","false","1536","2000","1","69","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.7444651102026304","0.1264260388285725","0.9263139204545454","0.6623426384242962","40","1.1116775274276731","2.424912370064042","2.3304901014674795","10560","960","0.920513731060606","0.6588411419442323"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.02_seed_69","finished","-","","","2025-01-22T23:38:10.000Z","739","4","0.1","0.02","0.1","","4","9","9","false","1536","2000","1","69","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.7852020214001337","0.24601898210247028","0.9296283143939394","0.710731538911177","40","1.2137759923934937","2.183965916999362","2.3103267550468445","10560","960","0.9287405303030304","0.7103007186934092"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.1_seed_68","finished","-","","","2025-01-22T23:23:21.000Z","887","4","0.1","0.1","0.1","","4","9","9","false","1536","2000","1","68","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.746213361620903","0.1002332654921489","0.9196851325757576","0.6648296401413184","40","1.1166706085205078","2.231549541268385","2.3469200242649424","10560","960","0.920513731060606","0.6671114974417085"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.08_seed_68","finished","-","","","2025-01-22T22:38:06.000Z","2714","4","0.1","0.08","0.1","","4","9","9","false","1536","2000","1","68","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.7814813231428465","0.07608301428048149","0.9142400568181818","0.6996216009121857","40","1.2123963832855225","2.263275948437778","2.2207141030918467","10560","960","0.9195667613636364","0.7048771188880313"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.04_seed_68","finished","-","","","2025-01-22T22:18:32.000Z","1173","4","0.1","0.04","0.1","","4","9","9","false","1536","2000","1","68","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.778822086751461","0.0962559921628411","0.8917495265151515","0.6825255792984921","40","2.5706894397735596","3.2892947738820855","3.136753049763766","10560","960","0.8920454545454546","0.6834911817589369"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.02_seed_68","finished","-","","","2025-01-22T22:06:10.000Z","740","4","0.1","0.02","0.1","","4","9","9","false","1536","2000","1","68","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.761573076248169","0.2352616212022045","0.9070194128787878","0.6710524052148988","40","1.487863540649414","2.5850689128944366","2.635590564120899","10560","960","0.9070194128787878","0.671670290068133"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.1_seed_67","finished","-","","","2025-01-22T21:55:28.000Z","640","4","0.1","0.1","0.1","","4","9","9","false","1536","2000","1","67","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.7719541738430659","0.10236375786269754","0.9145951704545454","0.6910212446126225","40","3.2106480598449707","3.651040347236576","3.630775755101984","10560","960","0.9198626893939394","0.6951325841951557"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.08_seed_67","finished","-","","","2025-01-22T21:45:11.000Z","615","4","0.1","0.08","0.1","","4","9","9","false","1536","2000","1","67","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.7332141349713007","0.07342122381135611","0.9167850378787878","0.6487091292793442","40","1.2193390130996704","2.1528379144993695","2.220149939710444","10560","960","0.921579071969697","0.6528742383724709"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.04_seed_67","finished","-","","","2025-01-22T21:29:51.000Z","919","4","0.1","0.04","0.1","","4","9","9","false","1536","2000","1","67","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.7385919714967409","0.09960961148389308","0.9190932765151516","0.6543595195317707","40","1.3424957990646362","2.4431092224337836","2.6999284462495283","10560","960","0.9219341856060606","0.656043649289779"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.02_seed_67","finished","-","","","2025-01-22T21:13:41.000Z","968","4","0.1","0.02","0.1","","4","9","9","false","1536","2000","1","67","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.7376229912042618","0.22517087798345536","0.9286221590909092","0.6477986246393977","40","1.0307433605194092","2.312887525129499","2.557719664140181","10560","960","0.9312263257575758","0.6506262275604926"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.1_seed_66","finished","-","","","2025-01-22T20:55:09.000Z","1110","4","0.1","0.1","0.1","","4","9","9","false","1536","2000","1","66","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.7932570204138756","0.10098707737742874","0.9113399621212122","0.7055510329972655","40","0.721095860004425","2.664231764434865","2.6678507192568346","10560","960","0.912701231060606","0.7067358302200081"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.08_seed_66","finished","-","","","2025-01-22T20:38:36.000Z","992","4","0.1","0.08","0.1","","4","9","9","false","1536","2000","1","66","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.7410284131765366","0.07706912383034999","0.9088541666666666","0.6475115867500356","40","0.7744702100753784","2.2725381670576152","2.3029432784427297","10560","960","0.9098011363636364","0.6484189227537902"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.04_seed_66","finished","-","","","2025-01-22T20:20:12.000Z","1103","4","0.1","0.04","0.1","","4","9","9","false","1536","2000","1","66","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.7332140306631724","0.12429695294719494","0.9225852272727272","0.6443159646040785","40","1.23520827293396","2.7166632470307928","2.8876526138999243","10560","960","0.920513731060606","0.6439675439408582"
"grid_{'rows': 3, 'cols': 3}_sdim_20_rfdim_2000_lrV_0.02_seed_66","finished","-","","","2025-01-22T20:01:35.000Z","1116","4","0.1","0.02","0.1","","4","9","9","false","1536","2000","1","66","20","12","true","65","3","","3","grid","64","","0.001","","","1","1","true","","","0","0","0","","1","0.7699473624428114","0.26546178266938075","0.92578125","0.6911627797749306","40","0.7874681949615479","2.359791581829389","2.527805902741172","10560","960","0.9340080492424242","0.6960985057543487"
